,user.id,venue.id,venue.categories
238,25184784,50c46185e4b092542cf05572,Furniture \/ Home Store
239,25184784,52d3bd5211d2b2e89a4b4ecc,Home (private)
240,25184784,5183a6b1498e39422c51f4c6,Restaurant
241,25184784,4d1dc625b69c6dcbce475695,Shopping Mall
242,25184784,4d1c44718860a09304f5b934,Sporting Goods Shop
243,25184784,526e7302498e68f1cbfb728a,Fast Food Restaurant
244,25184784,4e27f2b7b0fba988bb669809,Laundry Service
245,25184784,4e5a31dbd4c0ba8c11a7e092,City
246,25184784,516fbefce4b0fbc06ce0e2d4,Pet Store
247,25184784,4ea41d21722ec75adefe4f72,Middle Eastern Restaurant
248,25184784,4caf682f1463a143335194a9,Bar
249,25184784,4f89c449e4b01f95a33a4dd7,Pharmacy
250,25184784,5113de65e4b0f41d6e6fbcea,Italian Restaurant
251,25184784,4fc4b487e4b02051856e6760,Butcher
252,25184784,511fc57ae4b00145dce1b2b0,Japanese Restaurant
253,25184784,4f86b5d1e4b04a6adb116bd9,Department Store
254,25184784,4ece4cd24690a03b5aef5e96,Salon \/ Barbershop
255,25184784,4f9c1d1ee4b043736fbec469,Café
256,25184784,4f6e2e04e4b032eb63c5a620,Coffee Shop
257,25184784,518a8bff498e8560d9a002f5,Laundry Service
258,25184784,4f5eeffae4b0616b5c3a8f63,Shopping Mall
259,25184784,4f97d60ce4b0d508e6c5c9ac,Grocery Store
260,25184784,4f290052e4b0c56e6e56d201,Gift Shop
261,25184784,4f255162e4b03bdcfdb769bc,Cosmetics Shop
262,25184784,50573189e4b0d505c423e32f,Shopping Mall
263,25184784,52d3ee14498e6cda89765d19,Bank
264,25184784,4f55f3fde4b006538a9a065f,Toy \/ Game Store
265,25184784,4cbdbb9b9552b60c0ab3ec8b,Grocery Store
266,25184784,4dadb08bcda1aece4a5e9d0d,Toy \/ Game Store
267,25184784,4d7390fe8e12b1f74d2b4b05,Shopping Mall
268,25184784,4fe5eb78e4b01cb912fdfc32,Café
269,25184784,4db69a49a86e8d2707ae1d1a,Italian Restaurant
270,25184784,52f21028498e324c02b6d351,Theme Park
271,25184784,52ee1c8411d2e95a9f804928,Theme Park Ride \/ Attraction
272,25184784,52f9fc27498ea1fccb30b97d,History Museum
273,25184784,52600b2b498e253211a1d69b,Souvlaki Shop
274,25184784,52ebc27d11d27dc2a9fa2669,Theme Park Ride \/ Attraction
275,25184784,52f1eb7a11d2d37fc4cc9036,History Museum
276,25184784,512c950de4b0a6241dbf6291,Coffee Shop
277,25184784,4d8b5ae3bc848cfa4f6cee2b,Sushi Restaurant
278,25184784,52f88ff7498e6890a26f504d,Street Art
279,25184784,4c74cb7d3adda143b79d05af,Soccer Stadium
280,25184784,4c414e48cc410f475d19ab61,Fast Food Restaurant
281,25184784,51a1fd27498e3fadd1317ac2,Boutique
282,25184784,4c9ccda50e9bb1f7c112d75f,Italian Restaurant
283,25184784,50741f96e4b03e9d080e5c3f,Boutique
284,25184784,5074274fe4b03e9d0812c178,Salon \/ Barbershop
285,25184784,4fec03b8e4b0b4be8b1f4106,Gas Station
286,25184784,4eb68da5775b544c27c2c44f,Monument \/ Landmark
287,25184784,505d80c0e4b077974a1339b2,Garden Center
288,25184784,4c7a46e4bd346dcb9d04f8ef,Furniture \/ Home Store
289,25184784,4cf7e157c28df04d86b1d215,Electronics Store
290,25184784,52136ef411d2875cd7fd8e32,Flower Shop
291,25184784,4d985eec2bd6f04d42426650,Furniture \/ Home Store
292,25184784,517a18a1e4b076127cce0d1f,Market
293,25184784,4e6212161f6ef7d07a878d6a,Furniture \/ Home Store
294,25184784,4ff41b39e4b0fecb2475a15d,Ice Cream Shop
295,25184784,4f952703e4b0599b5015d4e9,Diner
296,25184784,4ed910c561af8a14b4ab8c77,Italian Restaurant
297,25184784,52d7b26a498ee19d498a6033,Pet Service
298,25184784,4c5c11527f661b8d8772471c,Asian Restaurant
299,25184784,502b776ee4b08c14a5ba47f3,Hardware Store
300,25184784,50096456e4b072710d192d5d,Arts & Crafts Store
301,25184784,4eb5560d9a52ad1e3ee35c17,Art Gallery
302,25184784,4d57e131577aa093e01b4bb9,Big Box Store
303,25184784,4e32c690483bf02b1f8d0014,Gas Station
304,25184784,4d9f2021ae31b1f7bcb5bd03,Beach
305,25184784,4fd44515e4b09ba568703ea5,Zoo
306,25184784,4cb01c979b34199c98a9b763,Village
307,25184784,52d78fa9498e752019cf71be,Event Space
308,25184784,4d22a16bb69c6dcbc73d8495,Train Station
309,44559623,519fb61f498e3b70579f99e7,Bar
310,44559623,50336940e4b06d7f09d90c0c,Sushi Restaurant
311,44559623,4fab7254e4b061bcd3903ce7,Salon \/ Barbershop
312,33783283,4ce7ad428ef78cfa5501959b,Supermarket
313,33783283,54043bcb498e07039ebf1f87,Gym \/ Fitness Center
314,33783283,4dcd1f0945ddbe15f8671291,Bakery
315,33783283,4ce01c587e2e236ae13c891b,Italian Restaurant
316,33783283,4f4df34ce4b0b2a2fe58f1d0,Salon \/ Barbershop
317,33783283,4c355d33a0ced13ad8ca196e,Café
318,33783283,509b9cbc498e0d95ea0e2ff3,New American Restaurant
319,33783283,50b60e4ce4b07434df888671,Bakery
320,33783283,4d02a611347da1cdce8b208f,Asian Restaurant
321,33783283,4f4ce819e4b027c87281d3de,Boutique
322,33783283,4c9094bcb6d1a14352a6c40f,Sushi Restaurant
323,33783283,4e8dd3484690501c9d94e10f,Asian Restaurant
324,33783283,4c4c663d42b4d13a65e00980,Coffee Shop
325,33783283,4d1dae3d2eb1f04dff8ad8c1,Italian Restaurant
326,33783283,4f3f8875e4b00d12ef404bce,Nail Salon
327,33783283,4cffcc2c2685a35d0f5bc590,German Restaurant
328,33783283,5188e17f498e33344904aa26,Coffee Shop
329,33783283,4ef5f1a5f790731250ba0833,Multiplex
330,33783283,4c46c20b19fde21e70300676,Auto Dealership
331,27579356,4c355d33a0ced13ad8ca196e,Café
332,39168235,4f292878e4b0abca06828ce0,Gym
333,39168235,519f83bce4b0e881a9157ef9,Campground
334,39168235,4ff94e3ce4b0a7f7417fddba,Smoke Shop
335,39168235,4f86ab85e4b089f0561cb535,Resort
336,39168235,4c4c0e7446240f47b8d432f4,Waterfront
337,39168235,50b9bbf3e4b0134f7c189d33,Arcade
338,39168235,515afd6fe4b04432c4b58d0f,Storage Facility
339,39168235,4eeb70ff722eaa76d9b3f6c3,Park
340,39168235,4fa90385e4b0024962c2e9f8,Hotel
341,39168235,4c8a5a94770fb60c2fbad1c3,Movie Theater
342,39168235,4da6eb7704377705c30223b4,Harbor \/ Marina
343,39168235,532d537811d2d499202a6ba2,State
344,39168235,4f11b032e4b0a6ade0845bf8,Strip Club
345,39168235,4c9e1cb1ca44236af0412799,Gastropub
346,39168235,52885d82498e9c67795aa11b,Middle Eastern Restaurant
347,39168235,4d772fbc8963f04dddade837,City
348,39168235,53d10515498e5d6241c8f5ff,Outdoor Sculpture
349,39168235,4dd7cff752b1a5c6445548d5,Road
350,39168235,4d3dac4c3ec9a35da5865381,Automotive Shop
351,39168235,4dbcaa315da3ff58ec523b8d,Office
352,39168235,4cbbd6a5c7228cfa115820ce,Plaza
353,39168235,4f5614b6e4b088020c3b4203,Japanese Restaurant
354,39168235,4f36be27e4b02a70e086c0c6,Restaurant
355,39168235,4c5d3d8c9b28d13ae4015970,Village
356,39168235,4c3c51bc7d00d13af0ae3850,Shopping Mall
357,39168235,4cffcc2c2685a35d0f5bc590,German Restaurant
358,39168235,4c8a2d8252a98cfacf012ae9,Italian Restaurant
359,39168235,4c62fdd0ec94a593c1a92aca,Asian Restaurant
360,39168235,4beee0203686c9b6aa1c256e,Multiplex
361,39168235,4c3afe4e1a1cd13a4691b50d,Shopping Mall
362,39168235,5095466ee4b079e22fe237ac,Asian Restaurant
363,39168235,4fab7254e4b061bcd3903ce7,Salon \/ Barbershop
364,39168235,4bee94c22c082d7fa18e3042,Bank
365,39168235,4d0362c126adb1f70c03cc70,Café
366,39168235,4c0df5f97189c92815c8d7b6,Farmers Market
367,39168235,4f82db1de4b08004b644c30e,Road
368,39168235,511ce98de4b0f7bb901a2266,Village
369,39168235,4e8814cfcc2103cbc8f35868,Village
370,39168235,4ec0dc814690d23389d0bced,Village
371,39168235,500fc4a2e4b0cb7f60e1134e,Village
372,39168235,4ea185e8e5facb29c6dc10e4,Road
373,39168235,4e54f3bc483b764fba2752fd,Road
374,39168235,4de206e3d4c070440562a1ba,Village
375,39168235,4fd392e0e4b0f4325ca933d2,Village
376,39168235,4e88159dcc2103cbc8f393d3,Village
377,39168235,4e3d2c1a483b04e17a91e38f,Village
378,39168235,51af5775498ea7613ebfc51e,Monument \/ Landmark
379,39168235,4eaafc3129c2152deb8e7304,Plaza
380,39168235,4fa2b3eee4b0b4fd558838d1,Monument \/ Landmark
381,39168235,4f6dbe6fe4b0a4e20fd55691,Temple
382,39168235,5343cc3b11d26e55fccd7b06,Auto Dealership
383,39168235,4de49af01f6e3190cd42a776,Italian Restaurant
384,39168235,4e8d78900aaf0656e442caf5,Hotel
385,39168235,4bdbbec03904a59303ff4b9e,City
386,39168235,4d201c45d7b0b1f71643129f,Port
387,39168235,5017ef90e4b0c41323358181,Village
388,39168235,4f78178fe4b0d69369be9dfa,Italian Restaurant
389,39168235,4cc9976c41e75481505e5d84,Hockey Arena
390,39168235,50dbdde4e4b03fcf36af946a,Road
391,39168235,4fe610d9e4b005c24dfc8142,Road
392,39168235,511fc57ae4b00145dce1b2b0,Japanese Restaurant
393,39168235,4c2e4e00452620a1fa991b0f,Russian Restaurant
394,39168235,4f7c0bb2e4b0abe2234f5a37,Eastern European Restaurant
395,39168235,51082a08e4b06394583e1a8e,Home (private)
396,39168235,4c62bc8fedd320a12891ad29,Movie Theater
397,39168235,4eedda019a52993fb7b4a1ca,Road
398,39168235,4f426440e4b0c868df8bc668,Plaza
399,39168235,4c2e1e11e116e21ee9b88f60,Asian Restaurant
400,39168235,4f5eeffae4b0616b5c3a8f63,Shopping Mall
401,39168235,517e14a2498eaeaa1571a1b7,Coworking Space
402,39168235,526f6d4811d2135b830db2a1,Storage Facility
403,39168235,4fb261fee4b0ea9c3a9b6008,Car Wash
404,39168235,51e58b49498ee19ab7b30dab,Café
405,39168235,4fe99293e4b0e88e20c57120,Hotel
406,39168235,4fe943d2e4b0f69d22537a8c,Police Station
407,39168235,4fb4f0c7e4b00c720c7bc464,Auto Dealership
408,39168235,4fc72706e4b0d7c7650c2932,Office
409,39168235,4ffec36fe4b05418cb543cbb,Business Center
410,39168235,501a65d4e4b07bd245a963e7,Notary
411,39168235,4ea4e2bb4690104bb4979975,City
412,39168235,4ffae09ce4b0b8fdab9f1416,Neighborhood
413,39168235,4dbecc330cb691071cd7bafe,Neighborhood
414,39168235,4cd2660121d946881a5fea90,Cemetery
415,39168235,4c41ecb33735be9a8c2719a4,Harbor \/ Marina
416,39168235,4f884d77e4b013a97f730620,City
417,39168235,4efefdfa8231bcb70307c344,River
418,39168235,5135d3a9e4b08857262ea1ec,Auto Dealership
419,39168235,4d84860502eb5481b2d62ff5,Asian Restaurant
420,39168235,4e748b5562e1263515fbd8f3,Japanese Restaurant
421,39168235,4d9dd6117865a09306c2f07a,Government Building
422,39168235,50c1ab1fe4b05f48f724764f,City
423,39168235,4c4711600f5aa593b6957c76,Park
424,39168235,4dbe99c143a1d8504bc189fb,Village
425,39168235,50c1b74be4b0e64f1cfc9dbd,Road
426,39168235,4f714ed3e4b05d91e38a2ea9,Coffee Shop
427,39168235,516013c5e4b04060b87a2d20,Coffee Shop
428,39168235,4fca26f8e4b0ba2d58af1dcc,Café
429,39168235,4da96f7193a04642f065ccab,Sushi Restaurant
430,39168235,4ec9e14bf5b9e8819554de87,Bank
431,39168235,4efb03979911b01ddea277bb,Government Building
432,39168235,5108c7aee4b0a16fbc5370ca,Auto Dealership
433,39168235,4d84806c7e8ef04db93e0cbe,Plaza
434,39168235,5082595c498e54db9d5b77d6,Home (private)
435,39168235,4ec279a77ee54e4cd3db768b,City
436,39168235,4f8fff88e4b06094e64b9ea0,Office
437,39168235,4ffec96ae4b00889b08dc830,New American Restaurant
438,39168235,519df980498ef2130c6ba34d,Salon \/ Barbershop
439,39168235,4e56087d6365d155aa96a6ce,Bank
440,39168235,4ef5f1a5f790731250ba0833,Multiplex
441,39168235,4ddbd69d45ddf752bfca5e47,Soccer Field
442,39168235,51cb2054498e0d8ec3033c53,Café
443,39168235,4e6b29d2b993d5439fa0d6d7,Government Building
444,39168235,4f8d0415e4b0704732dd9225,Government Building
445,39168235,51c871e6498efc7a4b5807b5,Coffee Shop
446,39168235,5003928be4b09fa8c47c5ecc,Government Building
447,39168235,4f7be46be4b032659c5b7ba2,Playground
448,39168235,51b99c3e498e446eae420f49,Office
449,39168235,4e02e1e6d22d034599ed64db,Farmers Market
450,39168235,503a03abe4b04869773d35c4,Butcher
451,39168235,4fb16ecbe4b057918ba383a3,Fountain
452,39168235,4ecf396bbe7b9eecde907472,Pool
453,39168235,4e105d22d1647a0fff771b81,Park
454,39168235,51a4d4d5498e1831244d41bd,Cupcake Shop
455,39168235,4ed0dcc88231b9ef89137c8a,Road
456,39168235,50851f64e4b09e409dcef22a,Bank
457,39168235,4f608194e4b0d4610081b0ca,Bank
458,39168235,4c9a318878fc236a86613397,Italian Restaurant
459,39168235,4f1156ace4b0044a2314b697,Dessert Shop
460,39168235,508657c7498e1d30aab6ce7c,Office
461,39168235,4e75dfea2271ffa4e71e8a03,Pizza Place
462,39168235,4f034331e300fdc04c1cee30,City
463,39168235,50b5e5aee4b0cf2e773696a2,Building
464,39168235,5124c87de4b0ae7ce90638af,Office
